2025-10-21 19:20:37.394 | PID:183 | TID123549303142208| 🌍 Fetching listings for Orlando, Florida
2025-10-21 19:32:28.231 | PID:183 | TID123549303142208| Response code: 429
2025-10-21 19:32:28.234 | PID:183 | TID123549303142208| 🌍 Fetching listings for Exeter, New Hampshire
2025-10-21 19:32:39.211 | PID:183 | TID123549303142208| Response code: 429
2025-10-21 19:32:39.213 | PID:183 | TID123549303142208| 🌍 Fetching listings for Claremont, New Hampshire
2025-10-21 19:32:40.513 | PID:183 | TID123549303142208| Response code: 200
2025-10-21 19:32:40.518 | PID:183 | TID123549303142208| ✅ Claremont, New Hampshire: 10 listings retrieved
2025-10-21 19:32:41.521 | PID:183 | TID123549303142208| 🌍 Fetching listings for Milwaukee, Wisconsin
2025-10-21 19:32:41.959 | PID:183 | TID123549303142208| Response code: 429
2025-10-21 19:32:41.965 | PID:183 | TID123549303142208| 🌍 Fetching listings for Madison, Wisconsin
2025-10-21 19:32:42.417 | PID:183 | TID123549303142208| Response code: 429
2025-10-21 19:32:42.419 | PID:183 | TID123549303142208| 🌍 Fetching listings for Green Bay, Wisconsin
2025-10-21 19:32:43.662 | PID:183 | TID123549303142208| Response code: 200
2025-10-21 19:32:43.666 | PID:183 | TID123549303142208| ✅ Green Bay, Wisconsin: 10 listings retrieved
2025-10-21 19:32:44.667 | PID:183 | TID123549303142208| 🌍 Fetching listings for Kenosha, Wisconsin
2025-10-21 19:32:45.064 | PID:183 | TID123549303142208| Response code: 429
2025-10-21 19:32:45.066 | PID:183 | TID123549303142208| 🌍 Fetching listings for Racine, Wisconsin
2025-10-21 19:32:45.514 | PID:183 | TID123549303142208| Response code: 429
2025-10-21 19:32:45.523 | PID:183 | TID123549303142208| 🌍 Fetching listings for Appleton, Wisconsin
2025-10-21 19:32:46.835 | PID:183 | TID123549303142208| Response code: 200
2025-10-21 19:32:46.838 | PID:183 | TID123549303142208| ✅ Appleton, Wisconsin: 10 listings retrieved
2025-10-21 19:32:47.841 | PID:183 | TID123549303142208| 🌍 Fetching listings for Eau Claire, Wisconsin
2025-10-21 19:32:48.388 | PID:183 | TID123549303142208| Response code: 429
2025-10-21 19:32:48.390 | PID:183 | TID123549303142208| 🌍 Fetching listings for Janesville, Wisconsin
2025-10-21 19:32:49.902 | PID:183 | TID123549303142208| Response code: 200
2025-10-21 19:32:49.904 | PID:183 | TID123549303142208| ✅ Janesville, Wisconsin: 10 listings retrieved
2025-10-21 19:32:50.907 | PID:183 | TID123549303142208| 🌍 Fetching listings for La Crosse, Wisconsin
2025-10-21 19:32:51.265 | PID:183 | TID123549303142208| Response code: 429
2025-10-21 19:32:51.267 | PID:183 | TID123549303142208| 🌍 Fetching listings for Oshkosh, Wisconsin
2025-10-21 19:32:52.571 | PID:183 | TID123549303142208| Response code: 200
2025-10-21 19:32:52.573 | PID:183 | TID123549303142208| ✅ Oshkosh, Wisconsin: 10 listings retrieved
2025-10-21 19:57:07.691 | PID:208 | TID139223009142592| environmnet credentials were successfully retrieved.
2025-10-21 19:57:07.693 | PID:208 | TID139223009142592| 🌍 Fetching listings for Orlando, Florida
2025-10-21 19:57:08.317 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:08.322 | PID:208 | TID139223009142592| 🌍 Fetching listings for Miami, Florida
2025-10-21 19:57:08.845 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:08.846 | PID:208 | TID139223009142592| 🌍 Fetching listings for Key West, Florida
2025-10-21 19:57:09.184 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:09.189 | PID:208 | TID139223009142592| 🌍 Fetching listings for St. Augustine, Florida
2025-10-21 19:57:10.428 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:10.430 | PID:208 | TID139223009142592| ✅ St. Augustine, Florida: 10 listings retrieved
2025-10-21 19:57:11.431 | PID:208 | TID139223009142592| 🌍 Fetching listings for Tampa, Florida
2025-10-21 19:57:11.866 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:11.870 | PID:208 | TID139223009142592| 🌍 Fetching listings for Clearwater, Florida
2025-10-21 19:57:12.281 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:12.290 | PID:208 | TID139223009142592| 🌍 Fetching listings for Kissimmee, Florida
2025-10-21 19:57:13.660 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:13.662 | PID:208 | TID139223009142592| ✅ Kissimmee, Florida: 10 listings retrieved
2025-10-21 19:57:14.663 | PID:208 | TID139223009142592| 🌍 Fetching listings for Ft. Walton Beach , FloridaAustin, Texas
2025-10-21 19:57:15.121 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:15.123 | PID:208 | TID139223009142592| 🌍 Fetching listings for San Antonio, Texas
2025-10-21 19:57:16.354 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:16.358 | PID:208 | TID139223009142592| ✅ San Antonio, Texas: 10 listings retrieved
2025-10-21 19:57:17.357 | PID:208 | TID139223009142592| 🌍 Fetching listings for Galveston, Texas
2025-10-21 19:57:17.722 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:17.724 | PID:208 | TID139223009142592| 🌍 Fetching listings for Wilmington, North Carolina
2025-10-21 19:57:18.064 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:18.066 | PID:208 | TID139223009142592| 🌍 Fetching listings for Boone, North Carolina
2025-10-21 19:57:18.508 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:18.509 | PID:208 | TID139223009142592| 🌍 Fetching listings for Lake Norman, North Carolina
2025-10-21 19:57:19.768 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:19.772 | PID:208 | TID139223009142592| ✅ Lake Norman, North Carolina: 10 listings retrieved
2025-10-21 19:57:20.775 | PID:208 | TID139223009142592| 🌍 Fetching listings for Cleveland, Georgia
2025-10-21 19:57:21.115 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:21.119 | PID:208 | TID139223009142592| 🌍 Fetching listings for Helen, Georgia
2025-10-21 19:57:22.420 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:22.422 | PID:208 | TID139223009142592| ✅ Helen, Georgia: 10 listings retrieved
2025-10-21 19:57:23.423 | PID:208 | TID139223009142592| 🌍 Fetching listings for Columbus, Georgia
2025-10-21 19:57:23.824 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:23.827 | PID:208 | TID139223009142592| 🌍 Fetching listings for Virgina Beach, Virgina
2025-10-21 19:57:24.279 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:24.281 | PID:208 | TID139223009142592| 🌍 Fetching listings for Washington, D.C
2025-10-21 19:57:25.554 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:25.560 | PID:208 | TID139223009142592| ✅ Washington, D.C: 10 listings retrieved
2025-10-21 19:57:26.563 | PID:208 | TID139223009142592| 🌍 Fetching listings for Traverse City, Michigan
2025-10-21 19:57:26.995 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:27.001 | PID:208 | TID139223009142592| 🌍 Fetching listings for Ann Arbor, Michigan
2025-10-21 19:57:27.479 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:27.480 | PID:208 | TID139223009142592| 🌍 Fetching listings for Grand Rapids, Michigan
2025-10-21 19:57:28.787 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:28.790 | PID:208 | TID139223009142592| ✅ Grand Rapids, Michigan: 10 listings retrieved
2025-10-21 19:57:29.792 | PID:208 | TID139223009142592| 🌍 Fetching listings for Jacksonville, Florida
2025-10-21 19:57:31.036 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:31.040 | PID:208 | TID139223009142592| ✅ Jacksonville, Florida: 10 listings retrieved
2025-10-21 19:57:32.042 | PID:208 | TID139223009142592| 🌍 Fetching listings for Tallahassee, Florida
2025-10-21 19:57:33.238 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:33.241 | PID:208 | TID139223009142592| ✅ Tallahassee, Florida: 10 listings retrieved
2025-10-21 19:57:34.243 | PID:208 | TID139223009142592| 🌍 Fetching listings for Gainesville, Florida
2025-10-21 19:57:35.963 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:35.965 | PID:208 | TID139223009142592| ✅ Gainesville, Florida: 10 listings retrieved
2025-10-21 19:57:36.966 | PID:208 | TID139223009142592| 🌍 Fetching listings for Ocala, Florida
2025-10-21 19:57:37.770 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:37.773 | PID:208 | TID139223009142592| 🌍 Fetching listings for Daytona Beach, Florida
2025-10-21 19:57:38.140 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:38.141 | PID:208 | TID139223009142592| 🌍 Fetching listings for Fort Lauderdale, Florida
2025-10-21 19:57:38.486 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:38.487 | PID:208 | TID139223009142592| 🌍 Fetching listings for West Palm Beach, Florida
2025-10-21 19:57:39.763 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:39.765 | PID:208 | TID139223009142592| ✅ West Palm Beach, Florida: 10 listings retrieved
2025-10-21 19:57:40.766 | PID:208 | TID139223009142592| 🌍 Fetching listings for Naples, Florida
2025-10-21 19:57:42.005 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:42.008 | PID:208 | TID139223009142592| ✅ Naples, Florida: 10 listings retrieved
2025-10-21 19:57:43.010 | PID:208 | TID139223009142592| 🌍 Fetching listings for Fort Myers, Florida
2025-10-21 19:57:44.263 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:44.266 | PID:208 | TID139223009142592| ✅ Fort Myers, Florida: 10 listings retrieved
2025-10-21 19:57:45.267 | PID:208 | TID139223009142592| 🌍 Fetching listings for Sarasota, Florida
2025-10-21 19:57:46.413 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:46.415 | PID:208 | TID139223009142592| 🌍 Fetching listings for Pensacola, Florida
2025-10-21 19:57:47.701 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:47.703 | PID:208 | TID139223009142592| ✅ Pensacola, Florida: 10 listings retrieved
2025-10-21 19:57:48.704 | PID:208 | TID139223009142592| 🌍 Fetching listings for Destin, Florida
2025-10-21 19:57:49.146 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:49.149 | PID:208 | TID139223009142592| 🌍 Fetching listings for Panama City Beach, Florida
2025-10-21 19:57:51.318 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:51.323 | PID:208 | TID139223009142592| ✅ Panama City Beach, Florida: 10 listings retrieved
2025-10-21 19:57:52.326 | PID:208 | TID139223009142592| 🌍 Fetching listings for St. Petersburg, Florida
2025-10-21 19:57:53.599 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:53.605 | PID:208 | TID139223009142592| ✅ St. Petersburg, Florida: 10 listings retrieved
2025-10-21 19:57:54.608 | PID:208 | TID139223009142592| 🌍 Fetching listings for Port St. Lucie, Florida
2025-10-21 19:57:55.044 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:55.047 | PID:208 | TID139223009142592| 🌍 Fetching listings for Detroit, Michigan
2025-10-21 19:57:55.409 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:55.411 | PID:208 | TID139223009142592| 🌍 Fetching listings for Lansing, Michigan
2025-10-21 19:57:57.082 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:57:57.084 | PID:208 | TID139223009142592| ✅ Lansing, Michigan: 10 listings retrieved
2025-10-21 19:57:58.086 | PID:208 | TID139223009142592| 🌍 Fetching listings for Flint, Michigan
2025-10-21 19:57:58.601 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:58.604 | PID:208 | TID139223009142592| 🌍 Fetching listings for Kalamazoo, Michigan
2025-10-21 19:57:59.051 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:59.054 | PID:208 | TID139223009142592| 🌍 Fetching listings for Battle Creek, Michigan
2025-10-21 19:57:59.449 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:57:59.452 | PID:208 | TID139223009142592| 🌍 Fetching listings for Muskegon, Michigan
2025-10-21 19:58:00.861 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:00.864 | PID:208 | TID139223009142592| ✅ Muskegon, Michigan: 10 listings retrieved
2025-10-21 19:58:01.866 | PID:208 | TID139223009142592| 🌍 Fetching listings for Holland, Michigan
2025-10-21 19:58:03.797 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:03.807 | PID:208 | TID139223009142592| ✅ Holland, Michigan: 10 listings retrieved
2025-10-21 19:58:04.838 | PID:208 | TID139223009142592| 🌍 Fetching listings for Marquette, Michigan
2025-10-21 19:58:06.220 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:06.223 | PID:208 | TID139223009142592| ✅ Marquette, Michigan: 10 listings retrieved
2025-10-21 19:58:07.225 | PID:208 | TID139223009142592| 🌍 Fetching listings for Petoskey, Michigan
2025-10-21 19:58:07.698 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:07.701 | PID:208 | TID139223009142592| 🌍 Fetching listings for Bay City, Michigan
2025-10-21 19:58:08.171 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:08.174 | PID:208 | TID139223009142592| 🌍 Fetching listings for Atlanta, Georgia
2025-10-21 19:58:09.471 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:09.480 | PID:208 | TID139223009142592| ✅ Atlanta, Georgia: 10 listings retrieved
2025-10-21 19:58:10.483 | PID:208 | TID139223009142592| 🌍 Fetching listings for Augusta, Georgia
2025-10-21 19:58:11.818 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:11.825 | PID:208 | TID139223009142592| ✅ Augusta, Georgia: 10 listings retrieved
2025-10-21 19:58:12.828 | PID:208 | TID139223009142592| 🌍 Fetching listings for Savannah, Georgia
2025-10-21 19:58:13.307 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:13.315 | PID:208 | TID139223009142592| 🌍 Fetching listings for Macon, Georgia
2025-10-21 19:58:14.766 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:14.772 | PID:208 | TID139223009142592| ✅ Macon, Georgia: 10 listings retrieved
2025-10-21 19:58:15.776 | PID:208 | TID139223009142592| 🌍 Fetching listings for Albany, Georgia
2025-10-21 19:58:17.023 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:17.026 | PID:208 | TID139223009142592| ✅ Albany, Georgia: 10 listings retrieved
2025-10-21 19:58:18.028 | PID:208 | TID139223009142592| 🌍 Fetching listings for Valdosta, Georgia
2025-10-21 19:58:18.681 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:18.685 | PID:208 | TID139223009142592| 🌍 Fetching listings for Athens, Georgia
2025-10-21 19:58:19.158 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:19.162 | PID:208 | TID139223009142592| 🌍 Fetching listings for Marietta, Georgia
2025-10-21 19:58:20.490 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:20.493 | PID:208 | TID139223009142592| ✅ Marietta, Georgia: 10 listings retrieved
2025-10-21 19:58:21.495 | PID:208 | TID139223009142592| 🌍 Fetching listings for Roswell, Georgia
2025-10-21 19:58:23.227 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:23.229 | PID:208 | TID139223009142592| ✅ Roswell, Georgia: 10 listings retrieved
2025-10-21 19:58:24.230 | PID:208 | TID139223009142592| 🌍 Fetching listings for Dalton, Georgia
2025-10-21 19:58:26.115 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:26.125 | PID:208 | TID139223009142592| ✅ Dalton, Georgia: 10 listings retrieved
2025-10-21 19:58:27.128 | PID:208 | TID139223009142592| 🌍 Fetching listings for Charlotte, North Carolina
2025-10-21 19:58:28.955 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:28.960 | PID:208 | TID139223009142592| ✅ Charlotte, North Carolina: 10 listings retrieved
2025-10-21 19:58:29.962 | PID:208 | TID139223009142592| 🌍 Fetching listings for Raleigh, North Carolina
2025-10-21 19:58:30.383 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:30.394 | PID:208 | TID139223009142592| 🌍 Fetching listings for Durham, North Carolina
2025-10-21 19:58:31.949 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:31.987 | PID:208 | TID139223009142592| ✅ Durham, North Carolina: 10 listings retrieved
2025-10-21 19:58:32.989 | PID:208 | TID139223009142592| 🌍 Fetching listings for Greensboro, North Carolina
2025-10-21 19:58:33.798 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:33.817 | PID:208 | TID139223009142592| 🌍 Fetching listings for Asheville, North Carolina
2025-10-21 19:58:35.761 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:35.765 | PID:208 | TID139223009142592| ✅ Asheville, North Carolina: 10 listings retrieved
2025-10-21 19:58:36.767 | PID:208 | TID139223009142592| 🌍 Fetching listings for Winston-Salem, North Carolina
2025-10-21 19:58:38.050 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:38.055 | PID:208 | TID139223009142592| ✅ Winston-Salem, North Carolina: 10 listings retrieved
2025-10-21 19:58:39.058 | PID:208 | TID139223009142592| 🌍 Fetching listings for Chapel Hill, North Carolina
2025-10-21 19:58:40.400 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:40.406 | PID:208 | TID139223009142592| ✅ Chapel Hill, North Carolina: 10 listings retrieved
2025-10-21 19:58:41.411 | PID:208 | TID139223009142592| 🌍 Fetching listings for Cary, North Carolina
2025-10-21 19:58:42.034 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:42.041 | PID:208 | TID139223009142592| 🌍 Fetching listings for Hickory, North Carolina
2025-10-21 19:58:43.375 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:43.379 | PID:208 | TID139223009142592| ✅ Hickory, North Carolina: 10 listings retrieved
2025-10-21 19:58:44.381 | PID:208 | TID139223009142592| 🌍 Fetching listings for Fayetteville, North Carolina
2025-10-21 19:58:45.802 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:45.811 | PID:208 | TID139223009142592| ✅ Fayetteville, North Carolina: 10 listings retrieved
2025-10-21 19:58:46.771 | PID:208 | TID139223009142592| 🌍 Fetching listings for Houston, Texas
2025-10-21 19:58:47.362 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:47.370 | PID:208 | TID139223009142592| 🌍 Fetching listings for Dallas, Texas
2025-10-21 19:58:49.025 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:49.033 | PID:208 | TID139223009142592| ✅ Dallas, Texas: 10 listings retrieved
2025-10-21 19:58:50.038 | PID:208 | TID139223009142592| 🌍 Fetching listings for Fort Worth, Texas
2025-10-21 19:58:51.908 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:51.918 | PID:208 | TID139223009142592| ✅ Fort Worth, Texas: 10 listings retrieved
2025-10-21 19:58:52.922 | PID:208 | TID139223009142592| 🌍 Fetching listings for El Paso, Texas
2025-10-21 19:58:53.330 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:53.333 | PID:208 | TID139223009142592| 🌍 Fetching listings for Lubbock, Texas
2025-10-21 19:58:54.518 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:54.521 | PID:208 | TID139223009142592| ✅ Lubbock, Texas: 10 listings retrieved
2025-10-21 19:58:55.522 | PID:208 | TID139223009142592| 🌍 Fetching listings for Corpus Christi, Texas
2025-10-21 19:58:56.791 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:56.794 | PID:208 | TID139223009142592| ✅ Corpus Christi, Texas: 10 listings retrieved
2025-10-21 19:58:57.796 | PID:208 | TID139223009142592| 🌍 Fetching listings for Amarillo, Texas
2025-10-21 19:58:58.137 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:58:58.141 | PID:208 | TID139223009142592| 🌍 Fetching listings for Waco, Texas
2025-10-21 19:58:59.360 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:58:59.368 | PID:208 | TID139223009142592| ✅ Waco, Texas: 10 listings retrieved
2025-10-21 19:59:00.371 | PID:208 | TID139223009142592| 🌍 Fetching listings for Plano, Texas
2025-10-21 19:59:02.183 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:02.189 | PID:208 | TID139223009142592| ✅ Plano, Texas: 10 listings retrieved
2025-10-21 19:59:03.193 | PID:208 | TID139223009142592| 🌍 Fetching listings for Denton, Texas
2025-10-21 19:59:03.595 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:03.598 | PID:208 | TID139223009142592| 🌍 Fetching listings for Nashville, Tennessee
2025-10-21 19:59:03.941 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:03.943 | PID:208 | TID139223009142592| 🌍 Fetching listings for Memphis, Tennessee
2025-10-21 19:59:04.410 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:04.416 | PID:208 | TID139223009142592| 🌍 Fetching listings for Knoxville, Tennessee
2025-10-21 19:59:06.014 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:06.016 | PID:208 | TID139223009142592| ✅ Knoxville, Tennessee: 10 listings retrieved
2025-10-21 19:59:07.020 | PID:208 | TID139223009142592| 🌍 Fetching listings for Chattanooga, Tennessee
2025-10-21 19:59:07.431 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:07.437 | PID:208 | TID139223009142592| 🌍 Fetching listings for Gatlinburg, Tennessee
2025-10-21 19:59:08.861 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:08.988 | PID:208 | TID139223009142592| ✅ Gatlinburg, Tennessee: 10 listings retrieved
2025-10-21 19:59:09.995 | PID:208 | TID139223009142592| 🌍 Fetching listings for Pigeon Forge, Tennessee
2025-10-21 19:59:11.345 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:11.347 | PID:208 | TID139223009142592| ✅ Pigeon Forge, Tennessee: 10 listings retrieved
2025-10-21 19:59:12.348 | PID:208 | TID139223009142592| 🌍 Fetching listings for Franklin, Tennessee
2025-10-21 19:59:12.785 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:12.791 | PID:208 | TID139223009142592| 🌍 Fetching listings for Murfreesboro, Tennessee
2025-10-21 19:59:14.517 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:14.522 | PID:208 | TID139223009142592| ✅ Murfreesboro, Tennessee: 10 listings retrieved
2025-10-21 19:59:15.523 | PID:208 | TID139223009142592| 🌍 Fetching listings for Clarksville, Tennessee
2025-10-21 19:59:16.810 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:16.813 | PID:208 | TID139223009142592| ✅ Clarksville, Tennessee: 10 listings retrieved
2025-10-21 19:59:17.814 | PID:208 | TID139223009142592| 🌍 Fetching listings for Johnson City, Tennessee
2025-10-21 19:59:18.177 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:18.180 | PID:208 | TID139223009142592| 🌍 Fetching listings for Chicago, Illinois
2025-10-21 19:59:19.540 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:19.544 | PID:208 | TID139223009142592| ✅ Chicago, Illinois: 10 listings retrieved
2025-10-21 19:59:20.546 | PID:208 | TID139223009142592| 🌍 Fetching listings for Springfield, Illinois
2025-10-21 19:59:21.019 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:21.022 | PID:208 | TID139223009142592| 🌍 Fetching listings for Peoria, Illinois
2025-10-21 19:59:21.609 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:21.612 | PID:208 | TID139223009142592| 🌍 Fetching listings for Rockford, Illinois
2025-10-21 19:59:22.922 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:22.923 | PID:208 | TID139223009142592| ✅ Rockford, Illinois: 10 listings retrieved
2025-10-21 19:59:23.924 | PID:208 | TID139223009142592| 🌍 Fetching listings for Champaign, Illinois
2025-10-21 19:59:25.081 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:25.085 | PID:208 | TID139223009142592| ✅ Champaign, Illinois: 10 listings retrieved
2025-10-21 19:59:26.087 | PID:208 | TID139223009142592| 🌍 Fetching listings for Bloomington, Illinois
2025-10-21 19:59:38.358 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:38.364 | PID:208 | TID139223009142592| 🌍 Fetching listings for Naperville, Illinois
2025-10-21 19:59:39.825 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:39.828 | PID:208 | TID139223009142592| ✅ Naperville, Illinois: 10 listings retrieved
2025-10-21 19:59:40.830 | PID:208 | TID139223009142592| 🌍 Fetching listings for Aurora, Illinois
2025-10-21 19:59:42.261 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:42.265 | PID:208 | TID139223009142592| ✅ Aurora, Illinois: 10 listings retrieved
2025-10-21 19:59:43.267 | PID:208 | TID139223009142592| 🌍 Fetching listings for Decatur, Illinois
2025-10-21 19:59:43.677 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:43.680 | PID:208 | TID139223009142592| 🌍 Fetching listings for Joliet, Illinois
2025-10-21 19:59:44.108 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:44.110 | PID:208 | TID139223009142592| 🌍 Fetching listings for Phoenix, Arizona
2025-10-21 19:59:44.487 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:44.488 | PID:208 | TID139223009142592| 🌍 Fetching listings for Tucson, Arizona
2025-10-21 19:59:45.636 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:45.638 | PID:208 | TID139223009142592| ✅ Tucson, Arizona: 10 listings retrieved
2025-10-21 19:59:46.639 | PID:208 | TID139223009142592| 🌍 Fetching listings for Mesa, Arizona
2025-10-21 19:59:47.919 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:47.922 | PID:208 | TID139223009142592| ✅ Mesa, Arizona: 10 listings retrieved
2025-10-21 19:59:48.923 | PID:208 | TID139223009142592| 🌍 Fetching listings for Scottsdale, Arizona
2025-10-21 19:59:50.281 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:50.286 | PID:208 | TID139223009142592| ✅ Scottsdale, Arizona: 10 listings retrieved
2025-10-21 19:59:51.288 | PID:208 | TID139223009142592| 🌍 Fetching listings for Tempe, Arizona
2025-10-21 19:59:52.743 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:52.746 | PID:208 | TID139223009142592| ✅ Tempe, Arizona: 10 listings retrieved
2025-10-21 19:59:53.753 | PID:208 | TID139223009142592| 🌍 Fetching listings for Flagstaff, Arizona
2025-10-21 19:59:54.112 | PID:208 | TID139223009142592| Response code: 429
2025-10-21 19:59:54.119 | PID:208 | TID139223009142592| 🌍 Fetching listings for Sedona, Arizona
2025-10-21 19:59:55.336 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:55.338 | PID:208 | TID139223009142592| ✅ Sedona, Arizona: 10 listings retrieved
2025-10-21 19:59:56.340 | PID:208 | TID139223009142592| 🌍 Fetching listings for Prescott, Arizona
2025-10-21 19:59:57.563 | PID:208 | TID139223009142592| Response code: 200
2025-10-21 19:59:57.566 | PID:208 | TID139223009142592| ✅ Prescott, Arizona: 10 listings retrieved
2025-10-21 19:59:58.568 | PID:208 | TID139223009142592| 🌍 Fetching listings for Yuma, Arizona
